#ncbi_taxid	cluster_id	cluster_size	best_described_by
9606	CL:26008	30	mostly uncharacterized, incl. HELP motif, and Rootletin
9606	CL:26009	22	mostly uncharacterized, incl. HELP motif, and Crescerin-1
9606	CL:26010	17	mostly uncharacterized, incl. Crescerin-1, and Interactor of HORMAD1 protein 1
9606	CL:26013	10	mixed, incl. Crescerin-1, and Interactor of HORMAD1 protein 1
9606	CL:26017	5	mixed, incl. Interactor of HORMAD1 protein 1, and Kelch repeat and BTB domain-containing protein 12
9606	CL:26043	5	HELP motif, and ALK tyrosine kinase receptor
9606	CL:26053	5	mixed, incl. Protein FAM193B, and Protein of unknown function DUF4573
9606	CL:26067	11	mostly uncharacterized, incl. RING finger protein 219, and Domain of unknown function DUF4042
9606	CL:26069	5	mixed, incl. Domain of unknown function DUF4042, and RNA polymerase II assembly factor Rtp1, C-terminal
9606	CL:26088	24	mixed, incl. meiotic attachment of telomere to nuclear envelope, and Hyccin
9606	CL:26089	18	mostly uncharacterized, incl. Hyccin, and Dexamethasone-induced
9606	CL:26090	12	mixed, incl. Hyccin, and Dexamethasone-induced
9606	CL:26092	5	Hyccin, and Tetratricopeptide repeat protein 7A
9606	CL:26104	5	mixed, incl. Dexamethasone-induced, and CLEC16A/TT9, N-terminal
9606	CL:26113	6	mixed, incl. Proline-rich membrane anchor 1, and Leucine zipper putative tumour suppressor 3
9606	CL:26124	6	meiotic attachment of telomere to nuclear envelope, and Cadherin, C-terminal catenin-binding domain
9606	CL:26135	72	mostly uncharacterized, incl. ER membrane protein complex, and Domain of unknown function DUF1088
9606	CL:26136	40	mixed, incl. ER membrane protein complex, and Domain of unknown function DUF1088
9606	CL:26137	21	mixed, incl. ER membrane protein complex, and RDD family
9606	CL:26139	10	ER membrane protein complex
9606	CL:26141	5	ER membrane protein complex
9606	CL:26166	6	mixed, incl. VPS13, repeated coiled region, and Aldo/keto reductase family
9606	CL:26178	19	mostly uncharacterized, incl. Domain of unknown function DUF1088, and Coronin 2A
9606	CL:26180	7	mixed, incl. Regulator of G-protein signalling 3, RGS domain, and Domain of unknown function DUF1088
9606	CL:26200	8	mixed, incl. Protein SCAI, and SH2 domain-containing adapter protein F
9606	CL:26215	32	mostly uncharacterized, incl. Ketohexokinase, and Olfactory receptor 13D1
9606	CL:26216	19	mostly uncharacterized, incl. Ketohexokinase, and Olfactory receptor 13D1
9606	CL:26218	11	mostly uncharacterized, incl. Sodium/potassium/calcium exchanger 3, and Jiraiya
9606	CL:26221	5	mixed, incl. Jiraiya, and Ovo-like
9606	CL:26240	7	mixed, incl. Ketohexokinase, and Olfactory receptor 13D1
9606	CL:26253	13	mostly uncharacterized, incl. Centrosomal CEP44 domain, and GTP-binding protein, ribosome biogenesis, YsxC
9606	CL:26255	5	mixed, incl. GTP-binding protein, ribosome biogenesis, YsxC, and Mesothelin
9606	CL:26278	70	mostly uncharacterized, incl. Rap/Ran-GAP superfamily, and Synaptic adhesion-like molecules
9606	CL:26279	39	mostly uncharacterized, incl. Rap/Ran-GAP superfamily, and Oxidoreductase, N-terminal
9606	CL:26280	22	mixed, incl. Rap/Ran-GAP superfamily, and Oxidoreductase, N-terminal
9606	CL:26281	13	mostly uncharacterized, incl. Kelch-like protein 32, and Transmembrane protein 74
9606	CL:26283	6	mixed, incl. SPRY domain-containing protein 7, and Emopamil-binding protein
9606	CL:26297	5	mixed, incl. Transmembrane protein 74, and Deoxycytidylate deaminase domain
9606	CL:263	5	mixed, incl. Stem cell factor, and Mast/stem cell growth factor receptor
9606	CL:26307	5	Tuberin/Ral GTPase-activating protein subunit alpha, and Oxidoreductase, C-terminal
9606	CL:26323	17	mostly uncharacterized, incl. Rft protein, and cellular response to leptomycin B
9606	CL:26324	11	mostly uncharacterized, incl. Rft protein, and cellular response to leptomycin B
9606	CL:26325	6	mixed, incl. cellular response to leptomycin B, and Pleckstrin
9606	CL:26336	5	mixed, incl. Rft protein, and Diaphanous autoregulatory (DAD) domain
9606	CL:26345	6	mixed, incl. Ectropic viral integration site 2A protein, and Mitochondrial fission regulator
9606	CL:26356	31	mostly uncharacterized, incl. YjeF N-terminal domain-containing protein, eukaryotes, and Synaptic adhesion-like molecules
9606	CL:26357	22	mostly uncharacterized, incl. Synaptic adhesion-like molecules, and TrkA-N domain
9606	CL:26358	12	mixed, incl. Synaptic adhesion-like molecules, and Zinc finger protein 496
9606	CL:26359	7	mixed, incl. Zinc finger protein 496, and Protein Family FAM117
9606	CL:26372	5	Synaptic adhesion-like molecules, and Regulator of chromosome condensation (RCC1) repeat
9606	CL:26381	10	mixed, incl. TrkA-N domain, and ATP-binding cassette subfamily B member 9
9606	CL:26382	5	mixed, incl. TrkA-N domain, and DUS-like, FMN-binding domain
9606	CL:26391	5	mixed, incl. ATP-binding cassette subfamily B member 9, and Protein strawberry notch
9606	CL:26401	6	mixed, incl. YdjC-like protein, and Carbohydrate kinase
9606	CL:26417	99	mostly uncharacterized, incl. Cytosolic sulfonation of small molecules, and Ets domain
9606	CL:26418	81	mostly uncharacterized, incl. Ets domain, and Transcription factor COE
9606	CL:26419	49	mostly uncharacterized, incl. Transcription factor COE, and Cytosolic sulfonation of small molecules
9606	CL:26420	25	mixed, incl. Transcription factor COE, and peptidyl-tyrosine sulfation
9606	CL:26421	16	mixed, incl. Transcription factor COE, and Interleukin-16
9606	CL:26422	10	mixed, incl. Transcription factor COE, and Tetratricopeptide repeat
9606	CL:26424	5	Transcription factor COE, and Tetratricopeptide repeat
9606	CL:26441	6	mixed, incl. Interleukin-16, and cellular defense response
9606	CL:26454	5	mixed, incl. axonemal outer doublet, and peptidyl-tyrosine sulfation
9606	CL:26470	20	mixed, incl. Pointed domain, and lymph node development
9606	CL:26472	12	mixed, incl. Pointed domain, and Immunity-related GTPases-like
9606	CL:26474	5	mixed, incl. mesenchymal cell apoptotic process, and Golgin subfamily A member 7/ERF4
9606	CL:2648	15	Rap1 signalling, and RasGEF N-terminal motif
9606	CL:2649	10	Rap1 signalling, and Rap guanyl-nucleotide exchange factor activity
9606	CL:26516	32	mostly uncharacterized, incl. Glutamate carboxypeptidase 2-like, and NUDIX domain
9606	CL:26517	22	mostly uncharacterized, incl. Glutamate carboxypeptidase 2-like, and NUDIX domain
9606	CL:26518	16	mostly uncharacterized, incl. Glutamate carboxypeptidase 2-like, and UNC119-binding protein
9606	CL:2652	5	Ras-related protein Rap1, and Rap guanine nucleotide exchange factor 2
9606	CL:26520	6	mixed, incl. Macrophage scavenger receptor, and sucrose transport
9606	CL:26536	5	mixed, incl. Transmembrane protein 225, and TMCO5 family
9606	CL:26549	6	mixed, incl. myosin VI binding, and NHR2-like
9606	CL:26561	6	mixed, incl. Flavin monooxygenase (FMO) 5, and Golgi pH regulator, conserved domain
9606	CL:26579	18	mostly uncharacterized, incl. Shroom4, and Hemagglutinin
9606	CL:26580	11	mostly uncharacterized, incl. Hemagglutinin, and Peptidase M23
9606	CL:26581	6	mixed, incl. Peptidase M23, and Kelch repeat type 2
9606	CL:26592	5	mixed, incl. Hemagglutinin, and FAM196 family
9606	CL:26601	7	mixed, incl. Shroom4, and N-myc-interactor
9606	CL:26614	156	mixed, incl. Leucine rich repeat, and Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site
9606	CL:26615	149	mixed, incl. Leucine rich repeat, and Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site
9606	CL:26616	112	mixed, incl. Leucine-rich repeats, typical (most populated) subfamily, and Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site
9606	CL:26617	88	mixed, incl. Leucine-rich repeats, typical (most populated) subfamily, and Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site
9606	CL:26619	76	mixed, incl. Leucine-rich repeats, typical (most populated) subfamily, and Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site
9606	CL:26620	65	mixed, incl. Leucine-rich repeats, typical (most populated) subfamily, and Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site
9606	CL:26621	53	mixed, incl. Leucine-rich repeats, typical (most populated) subfamily, and Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site
9606	CL:26622	46	mixed, incl. Leucine-rich repeats, typical (most populated) subfamily, and Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site
9606	CL:26623	38	Leucine-rich repeats, typical (most populated) subfamily, and Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site
9606	CL:26624	33	mixed, incl. LRRC8, pannexin-like TM region, and Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site
9606	CL:26626	17	mixed, incl. LRRC8, pannexin-like TM region, and GPCR, family 2, latrophilin
9606	CL:26627	12	mixed, incl. LRRC8, pannexin-like TM region, and GPCR, family 2, latrophilin
9606	CL:26629	5	GPCR, family 2, latrophilin, and chemorepellent activity
9606	CL:26650	5	mixed, incl. FAM180 family, and LRRC8, pannexin-like TM region
9606	CL:26662	14	mixed, incl. Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site, and Leucine rich repeat 4
9606	CL:26665	5	Leucine rich repeat 4, and potassium channel activator activity
9606	CL:26679	5	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site, and Olduvai domain
9606	CL:2668	5	mixed, incl. doxorubicin transport, and regulation of exocyst assembly
9606	CL:26689	5	mixed, incl. Regulatory subunit of type II PKA R-subunit, and Armadillo-like
9606	CL:26698	8	mixed, incl. SWIM zinc finger, and SUMO polymer binding
9606	CL:26713	7	mixed, incl. TMEM220 protein, and Olfactomedin-like protein 2B
9606	CL:26726	12	mixed, incl. ATP-grasp fold, RimK-type, and Domain of unknown function (DUF4576)
9606	CL:26727	7	mixed, incl. Domain of unknown function (DUF4576), and Mitochondrial coiled-coil domain protein 1
9606	CL:26740	5	ATP-grasp fold, RimK-type, and Aspartoacylase
9606	CL:26749	11	mostly uncharacterized, incl. Serine/threonine-protein phosphatase with EF-hands, and Eosinophil major basic protein
9606	CL:26751	5	manchette, and Flagellum
9606	CL:2677	14	Ras GTPase-activating protein, and c-Kit-binding domain
9606	CL:26776	5	mixed, incl. ABI gene family member 3, and negative regulation of chondrocyte development
9606	CL:26792	24	mostly uncharacterized, incl. Paralemmin-3, and Putative adhesin
9606	CL:26793	14	mostly uncharacterized, incl. Putative adhesin, and Transmembrane protein 65
9606	CL:26795	5	mixed, incl. Protein of unknown function DUF3314, and Protein of unknown function (DUF2462)
9606	CL:2680	8	Ras GTPase-activating protein
9606	CL:26809	6	mixed, incl. Putative adhesin, and Transmembrane protein 65
9606	CL:26821	6	mixed, incl. Paralemmin-3, and establishment of protein localization to extracellular region
9606	CL:26839	37	mostly uncharacterized, incl. helix-turn-helix, Psq domain, and Protein of unknown function (DUF3522)
9606	CL:26840	19	mostly uncharacterized, incl. Doublesex-and mab-3-related transcription factor C1 and C2, and Actin-related protein T3
9606	CL:26841	11	mixed, incl. Doublesex-and mab-3-related transcription factor C1 and C2, and Transmembrane protein 174
9606	CL:26843	5	mixed, incl. Transmembrane protein 174, and Epidermal growth factor-like protein 6
9606	CL:26863	5	mixed, incl. Actin-related protein T3, and volume-sensitive anion channel activity
9606	CL:26877	18	mixed, incl. helix-turn-helix, Psq domain, and Protein of unknown function (DUF3522)
9606	CL:26879	6	mixed, incl. helix-turn-helix, Psq domain, and Phosphatase and actin regulator 2
9606	CL:26898	5	mixed, incl. Churchill superfamily, and Protein of unknown function (DUF3522)
9606	CL:26913	5	mixed, incl. Domain of unknown function (DUF4547), and TMCO5 family
9606	CL:26925	285	mixed, incl. glycosylation, and GPI anchor biosynthetic process
9606	CL:26926	252	glycosylation, and GPI anchor biosynthetic process
9606	CL:26927	170	mixed, incl. O-linked glycosylation of mucins, and Glycosphingolipid biosynthesis - lacto and neolacto series
9606	CL:26928	156	mixed, incl. O-linked glycosylation of mucins, and Glycosphingolipid biosynthesis - lacto and neolacto series
9606	CL:26929	142	mixed, incl. O-linked glycosylation of mucins, and Glycosphingolipid biosynthesis - lacto and neolacto series
9606	CL:26930	131	mixed, incl. O-linked glycosylation of mucins, and Glycosphingolipid biosynthesis - lacto and neolacto series
9606	CL:26931	124	mixed, incl. O-linked glycosylation of mucins, and Glycosphingolipid biosynthesis - lacto and neolacto series
9606	CL:26932	113	mixed, incl. O-linked glycosylation of mucins, and Glycosphingolipid biosynthesis - lacto and neolacto series
9606	CL:26933	104	O-linked glycosylation of mucins, and Glycosphingolipid biosynthesis - lacto and neolacto series
9606	CL:26934	72	O-linked glycosylation of mucins, and Sialic acid metabolism
9606	CL:26935	43	O-linked glycosylation of mucins
9606	CL:26940	37	O-glycan processing
9606	CL:26945	32	Termination of O-glycan biosynthesis, and Mucin type O-glycan biosynthesis
9606	CL:26946	26	Termination of O-glycan biosynthesis, and beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity
9606	CL:26950	21	Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS), and (alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl-galactosaminide 6-alpha-sialyltransferase activity
9606	CL:26955	14	Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)
9606	CL:26957	6	Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)
9606	CL:26973	5	Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)
9606	CL:26997	6	Mucin type O-glycan biosynthesis
9606	CL:27020	29	Sialic acid metabolism, and glycosphingolipid biosynthetic process
9606	CL:27021	16	glycosphingolipid biosynthetic process, and Galectin-7
9606	CL:27022	10	glycosphingolipid biosynthetic process, and Glycosyltransferase family 6
9606	CL:27024	5	ganglioside biosynthetic process, and alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity
9606	CL:2704	7	mixed, incl. Ras-related small G protein, RGK family, and Ral guanine nucleotide dissociation stimulator-like 3
9606	CL:27041	6	mixed, incl. Galectin-7, and Ganglioside GM2 synthase
9606	CL:27052	13	N-acetylneuraminate metabolic process, and Sialic acid metabolism
9606	CL:27054	6	N-acetylneuraminate metabolic process
9606	CL:27077	32	Glycosphingolipid biosynthesis - lacto and neolacto series, and Defective CHST6 causes MCDC1
9606	CL:27080	13	Defective CHST6 causes MCDC1, and Glycosaminoglycan biosynthesis - keratan sulfate
9606	CL:27083	5	Defective CHST6 causes MCDC1
9606	CL:27096	5	N-acetyllactosamine synthase activity, and N-acetyllactosaminide alpha-2,3-sialyltransferase activity
9606	CL:27109	16	Glycosphingolipid biosynthesis - lacto and neolacto series
9606	CL:27111	5	L-fucose catabolic process
9606	CL:27128	5	Glycosphingolipid biosynthesis - lacto and neolacto series
9606	CL:27142	6	mixed, incl. alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity, and N-glycan fucosylation
9606	CL:27157	11	mixed, incl. Selectin superfamily, and Carbohydrate sulfotransferase
9606	CL:27159	5	Selectin superfamily, and Cysteine rich repeat
9606	CL:27178	7	mixed, incl. Rotatin, and Coiled-coil domain-containing protein 178
9606	CL:2718	12	mixed, incl. Mitogen-activated protein kinase kinase kinase 2/3, PB1 domain, and venous blood vessel morphogenesis
9606	CL:27192	7	mixed, incl. Protein of unknown function DUF4665, and LIM and calponin homology domains-containing protein 1
9606	CL:2720	6	mixed, incl. Mitogen-activated protein kinase kinase kinase 2/3, PB1 domain, and Beta-1 integrin binding protein
9606	CL:27212	14	mostly uncharacterized, incl. acetylesterase activity, and Transmembrane protein 242
9606	CL:27214	5	mixed, incl. protein side chain deglutamylation, and [heparan sulfate]-glucosamine 3-sulfotransferase 1 activity
9606	CL:27230	5	mixed, incl. Protein of unknown function DUF4600, and CD47 immunoglobulin-like domain
9606	CL:27239	14	mostly uncharacterized, incl. Arginine and glutamate-rich 1, and Uncharacterised domain UPF0547
9606	CL:27241	5	mixed, incl. negative regulation of brain-derived neurotrophic factor receptor signaling pathway, and Rab5-interacting protein
9606	CL:27257	5	mixed, incl. Arginine and glutamate-rich 1, and Transcriptional Coactivator p15 (PC4)
9606	CL:27266	82	mixed, incl. GPI anchor biosynthetic process, and oligosaccharide-lipid intermediate biosynthetic process
9606	CL:27267	77	mixed, incl. GPI anchor biosynthetic process, and oligosaccharide-lipid intermediate biosynthetic process
9606	CL:27268	61	GPI anchor biosynthetic process, and oligosaccharide-lipid intermediate biosynthetic process
9606	CL:27269	35	oligosaccharide-lipid intermediate biosynthetic process, and oligosaccharyltransferase complex
9606	CL:27270	22	oligosaccharide-lipid intermediate biosynthetic process
9606	CL:27271	15	oligosaccharide-lipid intermediate biosynthetic process
9606	CL:27275	6	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity, and GPI mannosyltransferase
9606	CL:27291	5	Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS), and Mannosyltransferase ALG2
9606	CL:27301	6	Synthesis of dolichyl-phosphate mannose, and dolichyl diphosphate biosynthetic process
9606	CL:27314	11	oligosaccharyltransferase complex
9606	CL:27317	5	dolichyl-diphosphooligosaccharide-protein glycotransferase activity, and Oligosaccharyltransferase subunit Ribophorin II
9606	CL:27338	26	GPI anchor biosynthetic process
9606	CL:27340	20	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
9606	CL:27341	13	Synthesis of glycosylphosphatidylinositol (GPI)
9606	CL:27344	6	phosphatidylinositol N-acetylglucosaminyltransferase activity
9606	CL:27357	5	Synthesis of glycosylphosphatidylinositol (GPI)
9606	CL:27367	5	GPI-anchor transamidase complex
9606	CL:27380	5	mixed, incl. Per1-like, and PGAP5/Cdc1/Ted1
9606	CL:27391	13	Dystroglycanopathy
9606	CL:27393	7	Dystroglycanopathy
9606	CL:27420	5	UDP-glucosylation, and UDP-xylosyltransferase activity
9606	CL:27429	33	mixed, incl. Mitochondrial carrier protein, and Fructosamine kinase
9606	CL:27430	19	mixed, incl. Fructosamine kinase, and Dystonia
9606	CL:27432	6	mixed, incl. Meteorin-like, and Oxidoreductase-like domain-containing protein 1
9606	CL:27451	6	mixed, incl. Anoctamin-3, and Cip1-interacting zinc finger protein
9606	CL:2746	191	mixed, incl. macroautophagy, and Apoptosis
9606	CL:27467	14	mixed, incl. ADP transport, and Tapt1 family
9606	CL:27468	8	mixed, incl. ADP transport, and Tapt1 family
9606	CL:2747	183	mixed, incl. macroautophagy, and Apoptosis
9606	CL:2748	94	mixed, incl. Apoptosis, and calcium-dependent cysteine-type endopeptidase activity
9606	CL:27483	6	mixed, incl. Transmembrane protein 232, and Solute carrier family 25 member 46
9606	CL:27494	71	mostly uncharacterized, incl. 2Fe-2S, and DiGeorge syndrome critical region 6 (DGCR6) protein
9606	CL:27495	42	mostly uncharacterized, incl. 2Fe-2S, and DiGeorge syndrome critical region 6 (DGCR6) protein
9606	CL:27496	21	mixed, incl. Iron-binding zinc finger CDGSH type, and DiGeorge syndrome critical region 6 (DGCR6) protein
9606	CL:27497	13	mixed, incl. DiGeorge syndrome critical region 6 (DGCR6) protein, and Palmitoyltransferase ZDHHC8
9606	CL:27499	6	mixed, incl. Palmitoyltransferase ZDHHC8, and TRMT2A, RNA recognition motif
9606	CL:275	52	mixed, incl. Activated point mutants of FGFR2, and PDGF/VEGF domain
9606	CL:2750	71	mixed, incl. Apoptosis - multiple species, and TP53 Regulates Transcription of Cell Death Genes
9606	CL:2751	55	mixed, incl. Apoptosis - multiple species, and TRAIL  signaling
9606	CL:27522	8	mixed, incl. Iron-binding zinc finger CDGSH type, and Gonadal family
9606	CL:2753	48	mixed, incl. Apoptosis - multiple species, and TRAIL  signaling
9606	CL:27537	21	mostly uncharacterized, incl. DMAP1-binding Domain, and Protein Nucling
9606	CL:27538	12	mixed, incl. DMAP1-binding Domain, and Protein Nucling
9606	CL:2754	43	Apoptosis - multiple species, and TRAIL  signaling
9606	CL:27540	5	mixed, incl. Protein Nucling, and Dip2-like domain
9606	CL:2755	26	mixed, incl. TRAIL  signaling, and Apoptotic factor-mediated response
9606	CL:27563	5	mixed, incl. Reductase C-terminal, and Protein FAM131
9606	CL:27578	29	mostly uncharacterized, incl. KELK-motif containing domain, and positive regulation of non-motile cilium assembly
9606	CL:27579	17	mostly uncharacterized, incl. KELK-motif containing domain, and Protein phosphatase 1 regulatory subunit 12C
9606	CL:2758	17	Apoptotic factor-mediated response, and TRAIL  signaling
9606	CL:27580	12	mixed, incl. KELK-motif containing domain, and Protein phosphatase 1 regulatory subunit 12C
9606	CL:27582	5	KELK-motif containing domain, and Protein phosphatase 1 regulatory subunit 12C
9606	CL:276	26	Activated point mutants of FGFR2, and fibroblast growth factor-activated receptor activity
9606	CL:2760	6	SMAC-mediated dissociation of IAP:caspase complexes, and Caspase-8
9606	CL:27603	5	mixed, incl. (E2-independent) E3 ubiquitin-conjugating enzyme FATS, and FAM195 family
9606	CL:27612	12	mostly uncharacterized, incl. GREB1-like, and KRBA1 family repeat
9606	CL:27614	5	mixed, incl. KRBA1 family repeat, and positive regulation of neurotrophin production
9606	CL:27635	86	mostly uncharacterized, incl. Lipocalin, and Phagocytosis
9606	CL:27636	43	mixed, incl. Lipocalin, and mitochondrial respiratory chain complex III assembly
9606	CL:27638	25	mixed, incl. Lipocalin, and Galectin, carbohydrate recognition domain
9606	CL:27639	14	mostly uncharacterized, incl. Anoctamin-5, and Nab1, C-terminal
9606	CL:27641	6	mixed, incl. Nab1, C-terminal, and Epithelial membrane protein EMP-3
9606	CL:27657	5	negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, and Galectin, carbohydrate recognition domain
9606	CL:27666	11	Lipocalin, and Triabin
9606	CL:27668	6	Lipocalin
9606	CL:27688	17	mixed, incl. mitochondrial respiratory chain complex III assembly, and Transmembrane 219
9606	CL:27689	10	mixed, incl. Transmembrane 219, and Nucleotidyltransferase 
9606	CL:27692	5	mixed, incl. Transmembrane 219, and Nucleotidyltransferase 
9606	CL:277	17	Activated point mutants of FGFR2, and betaKlotho-mediated ligand binding
9606	CL:27708	7	mitochondrial respiratory chain complex III assembly, and Domain of unknown function (DUF1977)
9606	CL:27721	43	mixed, incl. plasma membrane phospholipid scrambling, and Phagocytosis
9606	CL:27722	27	mixed, incl. plasma membrane phospholipid scrambling, and Phagocytosis
9606	CL:27724	18	mixed, incl. plasma membrane phospholipid scrambling, and Domain of unknown function DUF3361
9606	CL:27725	11	mixed, incl. Domain of unknown function DUF3361, and Dedicator of cytokinesis D, C2 domain
9606	CL:27728	6	Domain of unknown function DUF3361, and Dedicator of cytokinesis protein 1
9606	CL:27746	7	plasma membrane phospholipid scrambling
9606	CL:27764	6	mixed, incl. Schlafen family member 5, and Ubiquitin-specific peptidase 38
9606	CL:2777	6	FasL/ CD95L signaling, and negative regulation of hepatocyte apoptotic process
9606	CL:27775	16	mixed, incl. Cul2-RING ubiquitin ligase complex, and FEZ-like protein
9606	CL:27777	7	mixed, incl. Cul2-RING ubiquitin ligase complex, and VHL beta domain
9606	CL:27795	6	mixed, incl. FEZ-like protein, and Antistasin family
9606	CL:278	10	FGFR4 ligand binding and activation, and Lacrimo-auriculo-dento-digital syndrome
9606	CL:27806	105	mixed, incl. Alpha/Beta hydrolase fold, and lysine metabolic process
9606	CL:27807	71	mixed, incl. Serine aminopeptidase, S33, and Arylacetamide deacetylase
9606	CL:27808	59	mixed, incl. Serine aminopeptidase, S33, and Arylacetamide deacetylase
9606	CL:27809	48	mixed, incl. Serine aminopeptidase, S33, and Arylacetamide deacetylase
9606	CL:27810	34	mixed, incl. Serine aminopeptidase, S33, and acylglycerol lipase activity
9606	CL:27811	19	mixed, incl. Serine aminopeptidase, S33, and Lipid droplet-associated hydrolase
9606	CL:27814	12	alpha/beta hydrolase fold, and Dienelactone hydrolase
9606	CL:27816	6	mixed, incl. Serine aminopeptidase, S33, and glucuronoside metabolic process
9606	CL:27848	15	mixed, incl. acylglycerol lipase activity, and N-acylethanolamine metabolic process
9606	CL:27850	10	Arachidonate production from DAG, and N-acylethanolamine metabolic process
9606	CL:27853	5	acylglycerol lipase activity, and Phospholipid degradation
9606	CL:27877	14	mixed, incl. lysine metabolic process, and Arylacetamide deacetylase
9606	CL:27880	6	mixed, incl. lysine biosynthetic process via aminoadipic acid, and PQQ-like domain
9606	CL:279	5	betaKlotho-mediated ligand binding, and regulation of brown fat cell proliferation
9606	CL:27904	11	mostly uncharacterized, incl. PREX2, DEP domain 1, and Tumor protein p53-inducible protein 11
9606	CL:27905	6	mixed, incl. PREX2, DEP domain 1, and Endonuclease domain-containing 1 protein
9606	CL:27916	5	mixed, incl. Tumor protein p53-inducible protein 11, and Apolipoprotein L
9606	CL:27927	8	mixed, incl. Protein of unknown function DUF2039, and Domain of unknown function (DUF4723)
9606	CL:27948	34	mostly uncharacterized, incl. Pseudokinase tribbles family/serine-threonine-protein kinase 40, and Protein of unknown function (DUF2781)
9606	CL:27949	21	mixed, incl. Pseudokinase tribbles family/serine-threonine-protein kinase 40, and Protein of unknown function (DUF2781)
9606	CL:27950	13	mixed, incl. Pseudokinase tribbles family/serine-threonine-protein kinase 40, and Coiled-coil domain-containing protein 92
9606	CL:27952	6	Pseudokinase tribbles family/serine-threonine-protein kinase 40, and RIB43A
9606	CL:27964	6	mixed, incl. Coiled-coil domain-containing protein 92, and SLAIN motif-containing family
9606	CL:2797	5	TP53 Regulates Transcription of Caspase Activators and Caspases, and BH3 interacting domain (BID)
9606	CL:27975	8	mixed, incl. Protein of unknown function (DUF2781), and Transmembrane protein 182
9606	CL:27990	13	mixed, incl. TSC-22 / Dip / Bun, and Protein FAM117B
9606	CL:27992	6	mixed, incl. TSC-22 / Dip / Bun, and Protein FAM117B
9606	CL:28004	6	mixed, incl. Saposin, chordata, and BolA protein
9606	CL:28015	27	mixed, incl. Domain of unknown function DUF3456, and Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.
9606	CL:28016	20	mixed, incl. Domain of unknown function DUF3456, and actin crosslink formation
9606	CL:28017	13	mixed, incl. Domain of unknown function DUF3456, and Apoptosis inhibitory 5
9606	CL:28018	7	mixed, incl. Domain of unknown function DUF3456, and Apoptosis inhibitory 5
9606	CL:28032	5	mixed, incl. Lipocalin-interacting membrane receptor, and Domain of unknown function DUF3456
9606	CL:28042	7	mixed, incl. I-BAR domain containing protein IRTKS, and Epidermal growth factor receptor kinase substrate 8
9606	CL:28056	6	mixed, incl. Putative RNA methyltransferase, and Rab GTPase-activating protein 1
9606	CL:28068	75	mostly uncharacterized, incl. protein autoubiquitination, and RAVE complex
9606	CL:28069	54	mostly uncharacterized, incl. RAVE complex, and CRT-like, chloroquine-resistance transporter-like
9606	CL:28070	34	mostly uncharacterized, incl. CRT-like, chloroquine-resistance transporter-like, and Sortilin, N-terminal
9606	CL:28071	21	mostly uncharacterized, incl. Sortilin, N-terminal, and DNA rewinding
9606	CL:28072	11	mostly uncharacterized, incl. D-alanine transport, and Centrosomal protein of 85kDa-like
9606	CL:28074	5	mixed, incl. Sodium/potassium/calcium exchanger 2, and Actin filament-associated protein 1-like 2
9606	CL:2808	15	Apoptosis regulator, Bcl-2, BH2 motif, conserved site, and protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
9606	CL:28094	7	mixed, incl. Sortilin, N-terminal, and Transmembrane protein 98
9606	CL:2810	10	Apoptosis regulator, Bcl-2, BH2 motif, conserved site, and protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
9606	CL:28112	13	mostly uncharacterized, incl. Transmembrane protein 135, and Transmembrane protein 214
9606	CL:28113	8	mixed, incl. Transmembrane protein 214, and exodeoxyribonuclease I activity
9606	CL:2812	5	Bcl-2 family protein complex
9606	CL:28128	5	mixed, incl. Transmembrane protein 135, and Zinc knuckle
9606	CL:28137	20	mixed, incl. RAVE complex, and Lysin motif
